token,status,current_definition,family,domain,primary_model,primary_cosine,primary_family_rank,secondary_model,secondary_cosine,secondary_family_rank,proposed_definition,reviewer_decision,reviewer_notes
successful,uncertain,"A term statistically associated with rewards, athletes, career, history. Selected corpus use: personal finance; alternative contexts: small project, learning plan.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,0.5557022094726562,4,sentence-transformers/all-MiniLM-L6-v2,0.20324622094631195,4,,pending,
invention,uncertain,"A term statistically associated with credited, popcorn, patent, steam. Selected corpus use: proportions; alternative contexts: learning plan, travel plan.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5557228326797485,6,sentence-transformers/all-MiniLM-L6-v2,0.2577340304851532,5,,pending,
covered,uncertain,"A term statistically associated with snow, insurance, fur, chocolate. Selected corpus use: research notes; alternative contexts: small project, travel plan.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5560914278030396,2,sentence-transformers/all-MiniLM-L6-v2,0.20953835546970367,2,,pending,
often,uncertain,"A term statistically associated with referred, used, usually, people. Selected corpus use: low cost activity; alternative contexts: learning plan, small project.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5561208128929138,1,sentence-transformers/all-MiniLM-L6-v2,0.11427709460258484,1,,pending,
attempts,uncertain,"A term statistically associated with offense, foreign, prove, despite. Selected corpus use: instructions; alternative contexts: peripheral, learning plan.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.5564106106758118,1,sentence-transformers/all-MiniLM-L6-v2,0.24664095044136047,2,,pending,
heading,uncertain,"A term statistically associated with wrapped, wind, station, traveling. Selected corpus use: appointments; alternative contexts: email, support reply.",practical_action,appointments,mixedbread-ai/mxbai-embed-large-v1,0.5565767884254456,6,sentence-transformers/all-MiniLM-L6-v2,0.21597909927368164,1,,pending,
dishes,uncertain,"A term statistically associated with pies, potatoes, cuisine, vegan. Selected corpus use: computing; alternative contexts: small project, learning plan.",explanation_learning,computing,mixedbread-ai/mxbai-embed-large-v1,0.556652843952179,1,sentence-transformers/all-MiniLM-L6-v2,0.3368065655231476,1,,pending,
coach,uncertain,"A term statistically associated with head, football, basketball, college. Selected corpus use: proportions; alternative contexts: learning plan, small project.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5571147799491882,1,sentence-transformers/all-MiniLM-L6-v2,0.22208648920059204,1,,pending,
medicine,uncertain,"A term statistically associated with physician, surgery, medical, professor. Selected corpus use: inventory record; alternative contexts: financial decision, physical safety.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.5572900772094727,2,sentence-transformers/all-MiniLM-L6-v2,0.4040103554725647,2,,pending,
pink,uncertain,"A term statistically associated with blue, orange, colors, purple. Selected corpus use: research notes; alternative contexts: event plan, peripheral.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5573103427886963,4,sentence-transformers/all-MiniLM-L6-v2,0.4284215569496155,3,,pending,
custom,uncertain,"A term statistically associated with eggs, printed, signature, artwork. Selected corpus use: appointments; alternative contexts: small project, network connection.",practical_action,appointments,mixedbread-ai/mxbai-embed-large-v1,0.5576545000076294,4,sentence-transformers/all-MiniLM-L6-v2,0.2672120928764343,11,,pending,
bad,uncertain,"A term statistically associated with smells, breaking, luck, blood. Selected corpus use: schedule math; alternative contexts: peripheral, network connection.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.5578484535217285,1,sentence-transformers/all-MiniLM-L6-v2,0.09826765209436417,2,,pending,
ten,uncertain,"A term statistically associated with years, top, minutes, ranked. Selected corpus use: writing prompts; alternative contexts: learning plan, purchase decision.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.557864785194397,6,sentence-transformers/all-MiniLM-L6-v2,0.17072731256484985,5,,pending,
incredible,uncertain,"A term statistically associated with amazing, views, springs, vibrant. Selected corpus use: schedule math; alternative contexts: loss disappointment, work stress.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.5578721761703491,2,sentence-transformers/all-MiniLM-L6-v2,0.20081093907356262,2,,pending,
lions,uncertain,"A term statistically associated with tigers, prey, hunting, zoo. Selected corpus use: support reply; alternative contexts: web form, network connection.",writing_transformation,support_reply,mixedbread-ai/mxbai-embed-large-v1,0.558302640914917,1,sentence-transformers/all-MiniLM-L6-v2,0.3093583881855011,1,,pending,
likely,uncertain,"A term statistically associated with unlikely, less, you'll, candidates. Selected corpus use: low cost activity; alternative contexts: small project, learning plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5588303804397583,1,sentence-transformers/all-MiniLM-L6-v2,0.09780383110046387,1,,pending,
gifts,uncertain,"A term statistically associated with gift, mother's, paragraph, gods. Selected corpus use: computing; alternative contexts: media literacy, physical science.",explanation_learning,computing,mixedbread-ai/mxbai-embed-large-v1,0.5589452981948853,1,sentence-transformers/all-MiniLM-L6-v2,0.30418387055397034,1,,pending,
old,uncertain,"A term statistically associated with year, years, man, young. Selected corpus use: technical explanation; alternative contexts: network connection, learning plan.",writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,0.5593701601028442,1,sentence-transformers/all-MiniLM-L6-v2,0.28850340843200684,2,,pending,
attending,uncertain,"A term statistically associated with school, college, students, quit. Selected corpus use: email draft; alternative contexts: event plan, learning plan.",critique_revision,email_draft,mixedbread-ai/mxbai-embed-large-v1,0.5594925880432129,4,sentence-transformers/all-MiniLM-L6-v2,0.32966482639312744,5,,pending,
future,uncertain,"A term statistically associated with generations, past, humanity, company's. Selected corpus use: feature ideas; alternative contexts: travel plan, learning plan.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.5595351457595825,2,sentence-transformers/all-MiniLM-L6-v2,0.27839773893356323,2,,pending,
gets,uncertain,"A term statistically associated with day, sometime, runs, get. Selected corpus use: loss disappointment; alternative contexts: small project, learning plan.",conversation_empathy,loss_disappointment,mixedbread-ai/mxbai-embed-large-v1,0.5597547888755798,1,sentence-transformers/all-MiniLM-L6-v2,0.2240886688232422,1,,pending,
helped,uncertain,"A term statistically associated with reform, offered, character, fund. Selected corpus use: low cost activity; alternative contexts: learning plan, travel plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5597577095031738,1,sentence-transformers/all-MiniLM-L6-v2,0.08568805456161499,2,,pending,
extended,uncertain,"A term statistically associated with periods, occasion, obtained, extension. Selected corpus use: schedule entry; alternative contexts: event plan, small project.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.5598937273025513,1,sentence-transformers/all-MiniLM-L6-v2,0.27766352891921997,1,,pending,
beautiful,uncertain,"A term statistically associated with beaches, scenery, scenic, enjoy. Selected corpus use: interface copy; alternative contexts: learning plan, small project.",critique_revision,interface_copy,mixedbread-ai/mxbai-embed-large-v1,0.5601539611816406,3,sentence-transformers/all-MiniLM-L6-v2,0.1586826890707016,3,,pending,
mystery,uncertain,"A term statistically associated with romance, fantasy, fiction, thriller. Selected corpus use: meeting notes; alternative contexts: learning plan, purchase decision.",writing_transformation,meeting_notes,mixedbread-ai/mxbai-embed-large-v1,0.5603317618370056,1,sentence-transformers/all-MiniLM-L6-v2,0.20161999762058258,3,,pending,
rated,uncertain,"A term statistically associated with top, highly, player, restaurants. Selected corpus use: event listing; alternative contexts: purchase decision, small project.",extraction_classification,event_listing,mixedbread-ai/mxbai-embed-large-v1,0.5606926679611206,7,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
red,uncertain,"A term statistically associated with yellow, green, purple, blue. Selected corpus use: proportions; alternative contexts: network connection, peripheral.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5609560012817383,2,sentence-transformers/all-MiniLM-L6-v2,0.3532413840293884,1,,pending,
summer,uncertain,"A term statistically associated with winter, spring, holiday, ends. Selected corpus use: timeline ambiguity; alternative contexts: small project, learning plan.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.5609688758850098,1,sentence-transformers/all-MiniLM-L6-v2,0.4300788342952728,1,,pending,
decades,uncertain,"A term statistically associated with spanning, past, subsequent, career. Selected corpus use: proportions; alternative contexts: network connection, learning plan.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5613062381744385,2,sentence-transformers/all-MiniLM-L6-v2,0.3358114957809448,1,,pending,
four,uncertain,"A term statistically associated with six, equals, awards, three. Selected corpus use: research notes; alternative contexts: network connection, incident log.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5615656971931458,1,sentence-transformers/all-MiniLM-L6-v2,0.2923901081085205,1,,pending,
flying,uncertain,"A term statistically associated with moves, bug, plane, aircraft. Selected corpus use: incident log; alternative contexts: small project, travel plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5620370507240295,1,sentence-transformers/all-MiniLM-L6-v2,0.368697851896286,2,,pending,
bacteria,uncertain,"A term statistically associated with fever, acid, promotes, compounds. Selected corpus use: email draft; alternative contexts: network connection, software install.",critique_revision,email_draft,mixedbread-ai/mxbai-embed-large-v1,0.5622339248657227,4,sentence-transformers/all-MiniLM-L6-v2,0.2791905403137207,2,,pending,
lonely,uncertain,"A term statistically associated with respond, alone, band, club. Selected corpus use: achievement; alternative contexts: peripheral, network connection.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,0.5622595548629761,1,sentence-transformers/all-MiniLM-L6-v2,0.2597630023956299,1,,pending,
scenes,uncertain,"A term statistically associated with gravity, movie, fight, emotional. Selected corpus use: email draft; alternative contexts: peripheral, life science.",critique_revision,email_draft,mixedbread-ai/mxbai-embed-large-v1,0.5622732639312744,8,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
hot,uncertain,"A term statistically associated with springs, cold, dogs, fries. Selected corpus use: low cost activity; alternative contexts: small project, event plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5623067617416382,1,sentence-transformers/all-MiniLM-L6-v2,0.1950484663248062,1,,pending,
feel,uncertain,"A term statistically associated with comfortable, don't, it's, tired. Selected corpus use: lesson activity; alternative contexts: work stress, uncertain change.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.5624226927757263,5,sentence-transformers/all-MiniLM-L6-v2,0.2256956398487091,5,,pending,
told,uncertain,"A term statistically associated with didn't, asked, wanted, story. Selected corpus use: writing prompts; alternative contexts: small project, purchase decision.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.5629234910011292,4,sentence-transformers/all-MiniLM-L6-v2,0.20940977334976196,3,,pending,
exposure,uncertain,"A term statistically associated with chemicals, radiation, sun, factors. Selected corpus use: incident log; alternative contexts: network connection, peripheral.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5631005764007568,1,sentence-transformers/all-MiniLM-L6-v2,0.40791481733322144,1,,pending,
live,uncertain,"A term statistically associated with streaming, performances, stream, music. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5632281303405762,1,sentence-transformers/all-MiniLM-L6-v2,0.06255058944225311,1,,pending,
hours,uncertain,"A term statistically associated with minutes, sleep, day, daylight. Selected corpus use: data pipeline; alternative contexts: learning plan, small project.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,0.5632385015487671,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
restaurant,uncertain,"A term statistically associated with food, menu, fast, burger. Selected corpus use: writing prompts; alternative contexts: small project, travel plan.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.5633400678634644,2,sentence-transformers/all-MiniLM-L6-v2,0.39754730463027954,3,,pending,
captain,uncertain,"A term statistically associated with iron, man, ship, crew. Selected corpus use: names; alternative contexts: learning plan, event plan.",brainstorming_creativity,names,mixedbread-ai/mxbai-embed-large-v1,0.5635013580322266,1,sentence-transformers/all-MiniLM-L6-v2,0.29379940032958984,1,,pending,
beginning,uncertain,"A term statistically associated with story, dawn, morning, days. Selected corpus use: project update; alternative contexts: learning plan, small project.",writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,0.5636141300201416,4,sentence-transformers/all-MiniLM-L6-v2,0.17683476209640503,5,,pending,
discuss,uncertain,"A term statistically associated with challenges, weekly, potential, future. Selected corpus use: instructions; alternative contexts: learning plan, purchase decision.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.56462562084198,1,sentence-transformers/all-MiniLM-L6-v2,0.2634032964706421,1,,pending,
intake,uncertain,"A term statistically associated with caffeine, drinking, beverages, daily. Selected corpus use: sequence pattern; alternative contexts: small project, purchase decision.",reasoning_verification,sequence_pattern,mixedbread-ai/mxbai-embed-large-v1,0.5649453401565552,7,sentence-transformers/all-MiniLM-L6-v2,0.24849310517311096,4,,pending,
built,uncertain,"A term statistically associated with pyramid, house, railway, buildings. Selected corpus use: low cost activity; alternative contexts: network connection, small project.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5652697086334229,2,sentence-transformers/all-MiniLM-L6-v2,0.20903486013412476,4,,pending,
voted,uncertain,"A term statistically associated with vote, house, percent, writers. Selected corpus use: timeline ambiguity; alternative contexts: web form, network connection.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.5657745003700256,1,sentence-transformers/all-MiniLM-L6-v2,0.16248124837875366,1,,pending,
savings,uncertain,"A term statistically associated with daylight, accounts, money, expenses. Selected corpus use: inventory record; alternative contexts: learning plan, travel plan.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.5657898187637329,1,sentence-transformers/all-MiniLM-L6-v2,0.3271682858467102,3,,pending,
positions,uncertain,"A term statistically associated with defensive, executive, held, hiring. Selected corpus use: logical constraints; alternative contexts: small project, learning plan.",reasoning_verification,logical_constraints,mixedbread-ai/mxbai-embed-large-v1,0.5658495426177979,3,sentence-transformers/all-MiniLM-L6-v2,0.3016221821308136,2,,pending,
love,uncertain,"A term statistically associated with romantic, kind, much, fell. Selected corpus use: technical explanation; alternative contexts: small project, learning plan.",writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,0.5658934712409973,2,sentence-transformers/all-MiniLM-L6-v2,0.24434490501880646,2,,pending,
performing,uncertain,"A term statistically associated with arts, tricks, muscles, venues. Selected corpus use: proportions; alternative contexts: network connection, peripheral.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5659731030464172,1,sentence-transformers/all-MiniLM-L6-v2,0.42415904998779297,2,,pending,
flash,uncertain,"A term statistically associated with fiction, wonder, superhero, photography. Selected corpus use: science passage; alternative contexts: physical science, network connection.",grounded_qa,science_passage,mixedbread-ai/mxbai-embed-large-v1,0.5666809678077698,1,sentence-transformers/all-MiniLM-L6-v2,0.224471315741539,1,,pending,
real,uncertain,"A term statistically associated with estate, reality, world, fictional. Selected corpus use: inventory record; alternative contexts: data pipeline, file sync.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.5667934417724609,1,sentence-transformers/all-MiniLM-L6-v2,0.10219272971153259,2,,pending,
widely,uncertain,"A term statistically associated with regarded, greatest, used, spoken. Selected corpus use: timeline ambiguity; alternative contexts: web form, file sync.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.567196786403656,1,sentence-transformers/all-MiniLM-L6-v2,0.23943158984184265,1,,pending,
hammer,uncertain,"A term statistically associated with nails, tool, strings, nail. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5672038793563843,1,sentence-transformers/all-MiniLM-L6-v2,0.3477586507797241,1,,pending,
spent,uncertain,"A term statistically associated with days, years, fuel, money. Selected corpus use: schedule entry; alternative contexts: small project, learning plan.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.5673552751541138,1,sentence-transformers/all-MiniLM-L6-v2,0.23456966876983643,1,,pending,
parents,uncertain,"A term statistically associated with children, teachers, siblings, kids. Selected corpus use: low cost activity; alternative contexts: learning plan, small project.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5673947930335999,1,sentence-transformers/all-MiniLM-L6-v2,0.34399959444999695,1,,pending,
lasts,uncertain,"A term statistically associated with lesser, inflammation, forever, hours. Selected corpus use: incident log; alternative contexts: peripheral, data pipeline.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5675832033157349,1,sentence-transformers/all-MiniLM-L6-v2,0.15838783979415894,1,,pending,
cultures,uncertain,"A term statistically associated with ancient, objects, certain, earliest. Selected corpus use: instructions; alternative contexts: learning plan, travel plan.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.5678737163543701,1,sentence-transformers/all-MiniLM-L6-v2,0.3164083957672119,4,,pending,
invasion,uncertain,"A term statistically associated with alien, war, battle, allies. Selected corpus use: support reply; alternative contexts: network connection, web form.",writing_transformation,support_reply,mixedbread-ai/mxbai-embed-large-v1,0.5680103302001953,2,sentence-transformers/all-MiniLM-L6-v2,0.3511057496070862,2,,pending,
proper,uncertain,"A term statistically associated with city, nutrition, ensure, extremely. Selected corpus use: instructions; alternative contexts: learning plan, small project.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.5683068037033081,1,sentence-transformers/all-MiniLM-L6-v2,0.2148929238319397,2,,pending,
tried,uncertain,"A term statistically associated with didn't, arrested, fell, turned. Selected corpus use: schedule math; alternative contexts: small project, learning plan.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.5687853097915649,1,sentence-transformers/all-MiniLM-L6-v2,0.10508816689252853,1,,pending,
parking,uncertain,"A term statistically associated with garage, lot, car, spot. Selected corpus use: technical explanation; alternative contexts: small project, event plan.",writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,0.5688148140907288,9,sentence-transformers/all-MiniLM-L6-v2,0.3815239369869232,5,,pending,
cancer,uncertain,"A term statistically associated with liver, kidney, disease, breast. Selected corpus use: proportions; alternative contexts: medical information, physical safety.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.569291353225708,3,sentence-transformers/all-MiniLM-L6-v2,0.28184789419174194,2,,pending,
payment,uncertain,"A term statistically associated with loan, funds, monthly, credit. Selected corpus use: data pipeline; alternative contexts: purchase decision, small project.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,0.5697377920150757,5,sentence-transformers/all-MiniLM-L6-v2,0.3710930347442627,3,,pending,
holes,uncertain,"A term statistically associated with black, physics, mass, hole. Selected corpus use: project plan; alternative contexts: physical safety, subscriptions.",critique_revision,project_plan,mixedbread-ai/mxbai-embed-large-v1,0.5697969198226929,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
downtown,uncertain,"A term statistically associated with mall, street, restaurants, located. Selected corpus use: workflow; alternative contexts: home repair, loss disappointment.",brainstorming_creativity,workflow,mixedbread-ai/mxbai-embed-large-v1,0.5701490640640259,4,sentence-transformers/all-MiniLM-L6-v2,0.40475404262542725,3,,pending,
nervous,uncertain,"A term statistically associated with excited, hands, circles, breathing. Selected corpus use: timeline ambiguity; alternative contexts: network connection, support reply.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.5701613426208496,2,sentence-transformers/all-MiniLM-L6-v2,0.35390686988830566,1,,pending,
lay,uncertain,"A term statistically associated with eggs, chickens, bed, female. Selected corpus use: incident log; alternative contexts: software install, peripheral.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.5703957080841064,1,sentence-transformers/all-MiniLM-L6-v2,0.17755845189094543,1,,pending,
celebrity,uncertain,"A term statistically associated with greatest, guest, artists, artist. Selected corpus use: timeline ambiguity; alternative contexts: learning plan, travel plan.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.5705541372299194,1,sentence-transformers/all-MiniLM-L6-v2,0.2986319065093994,1,,pending,
rings,uncertain,"A term statistically associated with ring, fiction, books, tree. Selected corpus use: research notes; alternative contexts: learning plan, small project.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5705814361572266,5,sentence-transformers/all-MiniLM-L6-v2,0.3634682893753052,10,,pending,
laws,uncertain,"A term statistically associated with motion, branch, regulations, law. Selected corpus use: simple probability; alternative contexts: learning plan, purchase decision.",reasoning_verification,simple_probability,mixedbread-ai/mxbai-embed-large-v1,0.5706515908241272,2,sentence-transformers/all-MiniLM-L6-v2,0.3843023180961609,3,,pending,
multi,uncertain,"A term statistically associated with hundreds, continues, platinum, platform. Selected corpus use: computing; alternative contexts: network connection, data literacy.",explanation_learning,computing,mixedbread-ai/mxbai-embed-large-v1,0.5712671279907227,3,sentence-transformers/all-MiniLM-L6-v2,0.2767181098461151,4,,pending,
individuals,uncertain,"A term statistically associated with differently, businesses, groups, tax. Selected corpus use: low cost activity; alternative contexts: small project, privacy security.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5713083744049072,2,sentence-transformers/all-MiniLM-L6-v2,0.2717844843864441,1,,pending,
father,uncertain,"A term statistically associated with mother, son, brother, grandfather. Selected corpus use: proportions; alternative contexts: network connection, small project.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.5718361735343933,1,sentence-transformers/all-MiniLM-L6-v2,0.39041978120803833,1,,pending,
figure,uncertain,"A term statistically associated with former, figures, religious, prominent. Selected corpus use: data pipeline; alternative contexts: learning plan, small project.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,0.5718505382537842,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
increased,uncertain,"A term statistically associated with age, decreased, training, increase. Selected corpus use: data pipeline; alternative contexts: peripheral, purchase decision.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,0.571880578994751,3,sentence-transformers/all-MiniLM-L6-v2,0.2414509356021881,1,,pending,
etc,uncertain,"A term statistically associated with food, shoes, doors, things. Selected corpus use: physical science; alternative contexts: small project, peripheral.",explanation_learning,physical_science,mixedbread-ai/mxbai-embed-large-v1,0.5720167756080627,1,sentence-transformers/all-MiniLM-L6-v2,0.12242519110441208,1,,pending,
bit,uncertain,"A term statistically associated with little, drill, quite, you're. Selected corpus use: inventory record; alternative contexts: small project, learning plan.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.572598934173584,1,sentence-transformers/all-MiniLM-L6-v2,0.17364269495010376,1,,pending,
deal,uncertain,"A term statistically associated with big, contract, signed, great. Selected corpus use: instructions; alternative contexts: peripheral, small project.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.5726627707481384,1,sentence-transformers/all-MiniLM-L6-v2,0.11204753816127777,2,,pending,
reports,uncertain,"A term statistically associated with reporting, according, news, instant. Selected corpus use: low cost activity; alternative contexts: small project, privacy security.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5727179050445557,2,sentence-transformers/all-MiniLM-L6-v2,0.4846574664115906,6,,pending,
might,uncertain,"A term statistically associated with think, something, enjoy, don't. Selected corpus use: writing prompts; alternative contexts: learning plan, small project.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.5727380514144897,2,sentence-transformers/all-MiniLM-L6-v2,0.11604603379964828,2,,pending,
salmon,uncertain,"A term statistically associated with tuna, fatty, pork, rice. Selected corpus use: workflow; alternative contexts: software install, web form.",brainstorming_creativity,workflow,mixedbread-ai/mxbai-embed-large-v1,0.573082685470581,9,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
influential,uncertain,"A term statistically associated with regarded, band, rock, widely. Selected corpus use: timeline ambiguity; alternative contexts: learning plan, purchase decision.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.5732005834579468,1,sentence-transformers/all-MiniLM-L6-v2,0.22169169783592224,1,,pending,
stronger,uncertain,"A term statistically associated with muscles, harder, muscle, posture. Selected corpus use: low cost activity; alternative contexts: travel plan, learning plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5733075141906738,2,sentence-transformers/all-MiniLM-L6-v2,0.17696520686149597,6,,pending,
wake,uncertain,"A term statistically associated with morning, sleep, asleep, clock. Selected corpus use: schedule entry; alternative contexts: small project, learning plan.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.5739291906356812,1,sentence-transformers/all-MiniLM-L6-v2,0.37241822481155396,1,,pending,
music,uncertain,"A term statistically associated with folk, pop, awards, classical. Selected corpus use: writing prompts; alternative contexts: learning plan, network connection.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.5744137763977051,4,sentence-transformers/all-MiniLM-L6-v2,0.2730751037597656,2,,pending,
happening,uncertain,"A term statistically associated with happened, boats, weekend, there's. Selected corpus use: learning notes; alternative contexts: peripheral, software install.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,0.5747817754745483,1,sentence-transformers/all-MiniLM-L6-v2,0.1828235387802124,1,,pending,
caused,uncertain,"A term statistically associated with damage, earthquake, pollution, disease. Selected corpus use: instructions; alternative contexts: peripheral, network connection.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.5748181939125061,5,sentence-transformers/all-MiniLM-L6-v2,0.2978169023990631,4,,pending,
found,uncertain,"A term statistically associated with species, kitchen, guilty, habitats. Selected corpus use: low cost activity; alternative contexts: small project, purchase decision.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5750898718833923,2,sentence-transformers/all-MiniLM-L6-v2,0.1796448677778244,2,,pending,
bars,uncertain,"A term statistically associated with restaurants, chocolate, cookies, shops. Selected corpus use: low cost activity; alternative contexts: travel plan, learning plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.5754010081291199,2,sentence-transformers/all-MiniLM-L6-v2,0.2211732566356659,3,,pending,
bulldog,uncertain,"A term statistically associated with dog, cat, dogs, friendly. Selected corpus use: project plan; alternative contexts: email, support reply.",critique_revision,project_plan,mixedbread-ai/mxbai-embed-large-v1,0.5759984254837036,3,sentence-transformers/all-MiniLM-L6-v2,0.33749812841415405,5,,pending,
luck,uncertain,"A term statistically associated with wish, bad, ward, rounds. Selected corpus use: shopping arithmetic; alternative contexts: data pipeline, network connection.",reasoning_verification,shopping_arithmetic,mixedbread-ai/mxbai-embed-large-v1,0.5763640403747559,1,sentence-transformers/all-MiniLM-L6-v2,0.15763366222381592,1,,pending,
dead,uncertain,"A term statistically associated with alive, battery, sea, man. Selected corpus use: project update; alternative contexts: network connection, small project.",writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,0.5764806270599365,2,sentence-transformers/all-MiniLM-L6-v2,0.16371706128120422,3,,pending,
autumn,uncertain,"A term statistically associated with spring, winter, seasons, sets. Selected corpus use: schedule entry; alternative contexts: event plan, learning plan.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.5765546560287476,2,sentence-transformers/all-MiniLM-L6-v2,0.4398448169231415,2,,pending,
finding,uncertain,"A term statistically associated with toy, monsters, sorted, story. Selected corpus use: instructions; alternative contexts: small project, travel plan.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.576565146446228,1,sentence-transformers/all-MiniLM-L6-v2,0.1824890524148941,3,,pending,
