token,short_definition,classification_status,selected_rank,statistical_usages_json,family,domain,assignment_method,contextual_sources,context_score,role_prior_score,source_count,total_occurrences,surface_policy,statistical_gloss,definition_kind,definition_review_decision,definition_embedding_consensus
wheel,"A term statistically associated with wheels, rear, brake, mill. Selected corpus use: travel plan; alternative contexts: learning plan, small project.",statistically_supported,2,"[{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.3142334,""usage_gloss"":""The selected generation use places this term in travel plan contexts for planning comparison."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.47124785,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.30025762,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":4,""score"":14.218517,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":37,""domain"":""physical_science"",""family"":""explanation_learning"",""rank"":5,""score"":14.19052051,""usage_gloss"":""The alternative statistical use places this term in physical science contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""}]",planning_comparison,travel_plan,cross_source_context,2,14.3142334,0.0,2,176,grounded_quoted_term,,,,
world's,"A term statistically associated with largest, population, oldest, global. Selected corpus use: travel plan; alternative contexts: purchase decision, learning plan.",statistically_supported,3,"[{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.17661794,""usage_gloss"":""The selected generation use places this term in travel plan contexts for planning comparison."",""usage_kind"":""selected_generation""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":1,""score"":14.34576856,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.23223555,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":14.16598943,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":5,""score"":14.00253152,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",planning_comparison,travel_plan,cross_source_context,2,14.17661794,0.0,2,526,grounded_quoted_term,,,,
accessible,"A term statistically associated with easily, affordable, via, residents. Selected corpus use: account access; alternative contexts: privacy security, financial decision.",review_required,15,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":15,""score"":14.38060668,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.74641213,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.73798322,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.59245728,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":4,""score"":14.56767655,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.38060668,0.0,2,126,grounded_quoted_term,,,,
accounts,"A term statistically associated with savings, bank, assets, funds. Selected corpus use: account access; alternative contexts: financial decision, privacy security.",statistically_plausible,8,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":8,""score"":14.28419032,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.77591266,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.77153171,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.59612666,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.54984961,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.28419032,0.0,2,184,grounded_quoted_term,,,,
apps,"A term statistically associated with mobile, dating, app, categories. Selected corpus use: account access; alternative contexts: physical safety, privacy security.",statistically_supported,1,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":1,""score"":14.81273493,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.80910916,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.68142628,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":79,""domain"":""medical_information"",""family"":""safety_uncertainty"",""rank"":4,""score"":14.66284166,""usage_gloss"":""The alternative statistical use places this term in medical information contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":5,""score"":14.65927769,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.81273493,0.0,2,129,grounded_quoted_term,,,,
automatically,"A term statistically associated with boot, programs, click, receive. Selected corpus use: account access; alternative contexts: software install, network connection.",statistically_supported,1,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":1,""score"":14.53860655,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":94,""domain"":""software_install"",""family"":""troubleshooting"",""rank"":2,""score"":14.53860655,""usage_gloss"":""The alternative statistical use places this term in software install contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":3,""score"":14.50249983,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":60,""domain"":""appointments"",""family"":""practical_action"",""rank"":4,""score"":14.49082143,""usage_gloss"":""The alternative statistical use places this term in appointments contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":65,""domain"":""home_repair"",""family"":""practical_action"",""rank"":5,""score"":14.49082143,""usage_gloss"":""The alternative statistical use places this term in home repair contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.53860655,0.0,2,56,grounded_quoted_term,,,,
chat,An informal spoken or written conversation.,statistically_supported,1,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":1,""score"":14.53444872,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":97,""domain"":""meeting_notes"",""family"":""writing_transformation"",""rank"":2,""score"":14.4830636,""usage_gloss"":""The alternative statistical use places this term in meeting notes contexts for writing transformation."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.43362046,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":60,""domain"":""appointments"",""family"":""practical_action"",""rank"":4,""score"":14.43362046,""usage_gloss"":""The alternative statistical use places this term in appointments contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":96,""domain"":""email"",""family"":""writing_transformation"",""rank"":5,""score"":14.37162188,""usage_gloss"":""The alternative statistical use places this term in email contexts for writing transformation."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.53444872,0.0,2,76,grounded_quoted_term,"A term statistically associated with platform, phone, grab, video. Selected corpus use: account access; alternative contexts: meeting notes, learning plan.",operator_accepted_original_definition,accepted,supported_by_both
dioxide,"A term statistically associated with carbon, oxygen, gases, greenhouse. Selected corpus use: account access; alternative contexts: public transit, appointments.",statistically_supported,2,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":2,""score"":14.3278188,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":67,""domain"":""public_transit"",""family"":""practical_action"",""rank"":1,""score"":14.32915869,""usage_gloss"":""The alternative statistical use places this term in public transit contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":60,""domain"":""appointments"",""family"":""practical_action"",""rank"":3,""score"":14.30407542,""usage_gloss"":""The alternative statistical use places this term in appointments contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":64,""domain"":""healthcare_admin"",""family"":""practical_action"",""rank"":4,""score"":14.30407542,""usage_gloss"":""The alternative statistical use places this term in healthcare admin contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":5,""score"":14.27834675,""usage_gloss"":""The alternative statistical use places this term in air travel contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.3278188,0.0,2,109,grounded_quoted_term,,,,
interviews,Structured conversations in which questions are asked to obtain information.,statistically_plausible,6,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":6,""score"":14.51372455,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.66907499,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.66057515,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.66057515,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":4,""score"":14.58063914,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.51372455,0.0,2,55,grounded_quoted_term,"A term statistically associated with says, pitch, weeks, videos. Selected corpus use: account access; alternative contexts: learning plan, purchase decision.",operator_accepted_original_definition,accepted,supported_by_both
opponents,"A term statistically associated with ball, net, opponent, political. Selected corpus use: account access; alternative contexts: peripheral, home repair.",statistically_plausible,4,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":4,""score"":14.26651915,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":1,""score"":14.38138206,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":65,""domain"":""home_repair"",""family"":""practical_action"",""rank"":2,""score"":14.35944077,""usage_gloss"":""The alternative statistical use places this term in home repair contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":94,""domain"":""software_install"",""family"":""troubleshooting"",""rank"":3,""score"":14.31405888,""usage_gloss"":""The alternative statistical use places this term in software install contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":68,""domain"":""retail_returns"",""family"":""practical_action"",""rank"":5,""score"":14.24187401,""usage_gloss"":""The alternative statistical use places this term in retail returns contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.26651915,0.0,2,104,grounded_quoted_term,,,,
patent,"A term statistically associated with filed, telephone, granted, awarded. Selected corpus use: account access; alternative contexts: travel plan, purchase decision.",statistically_plausible,5,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":5,""score"":14.30507286,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.46909905,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.43054526,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.39044526,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":14.39044526,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.30507286,0.0,2,66,grounded_quoted_term,,,,
posted,"A term statistically associated with website, videos, quarter, websites. Selected corpus use: account access; alternative contexts: purchase decision, web form.",statistically_supported,3,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":3,""score"":14.26139027,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":1,""score"":14.26828165,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":2,""score"":14.26828165,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.21419255,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":5,""score"":14.21419255,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.26139027,0.0,2,59,grounded_quoted_term,,,,
purchases,"A term statistically associated with credit, card, cash, investments. Selected corpus use: account access; alternative contexts: privacy security, financial decision.",statistically_supported,3,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":3,""score"":14.6563191,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.83384004,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.72170065,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":17,""domain"":""loss_disappointment"",""family"":""conversation_empathy"",""rank"":4,""score"":14.59985709,""usage_gloss"":""The alternative statistical use places this term in loss disappointment contexts for conversation empathy."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":5,""score"":14.58182271,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.6563191,0.0,2,50,grounded_quoted_term,,,,
sexual,"Relating to sex, sexuality, or sexual reproduction.",statistically_plausible,7,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":7,""score"":14.28258311,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.73994485,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.73548585,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.63116714,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":4,""score"":14.53582347,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.28258311,0.0,2,84,grounded_quoted_term,"A term statistically associated with conduct, selection, abuse, gender. Selected corpus use: account access; alternative contexts: financial decision, privacy security.",operator_accepted_original_definition,accepted,supported_by_both
sites,"A term statistically associated with historic, sacred, temples, heritage. Selected corpus use: account access; alternative contexts: home repair, media literacy.",statistically_supported,2,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":2,""score"":14.4726877,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":65,""domain"":""home_repair"",""family"":""practical_action"",""rank"":1,""score"":14.52901135,""usage_gloss"":""The alternative statistical use places this term in home repair contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":35,""domain"":""media_literacy"",""family"":""explanation_learning"",""rank"":3,""score"":14.35256862,""usage_gloss"":""The alternative statistical use places this term in media literacy contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":28,""domain"":""project_plan"",""family"":""critique_revision"",""rank"":4,""score"":14.30962225,""usage_gloss"":""The alternative statistical use places this term in project plan contexts for critique revision."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":62,""domain"":""course_enrolment"",""family"":""practical_action"",""rank"":5,""score"":14.26971273,""usage_gloss"":""The alternative statistical use places this term in course enrolment contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.4726877,0.0,2,166,grounded_quoted_term,,,,
websites,"A term statistically associated with website, pages, internet, apps. Selected corpus use: account access; alternative contexts: learning plan, small project.",statistically_supported,2,"[{""cell_index"":58,""domain"":""account_access"",""family"":""practical_action"",""rank"":2,""score"":14.88011594,""usage_gloss"":""The selected generation use places this term in account access contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.89893388,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.87338885,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.87338885,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":62,""domain"":""course_enrolment"",""family"":""practical_action"",""rank"":5,""score"":14.85293173,""usage_gloss"":""The alternative statistical use places this term in course enrolment contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,account_access,cross_source_context,2,14.88011594,0.0,2,86,grounded_quoted_term,,,,
agent,"A term statistically associated with reservation, special, secret, join. Selected corpus use: air travel; alternative contexts: travel plan, physical safety.",statistically_supported,1,"[{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":1,""score"":14.36599224,""usage_gloss"":""The selected generation use places this term in air travel contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.17103819,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.15956509,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":33,""domain"":""life_science"",""family"":""explanation_learning"",""rank"":4,""score"":14.11807837,""usage_gloss"":""The alternative statistical use places this term in life science contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":20,""domain"":""uncertain_change"",""family"":""conversation_empathy"",""rank"":5,""score"":14.09372839,""usage_gloss"":""The alternative statistical use places this term in uncertain change contexts for conversation empathy."",""usage_kind"":""alternative_statistical_context""}]",practical_action,air_travel,cross_source_context,2,14.36599224,0.0,2,133,grounded_quoted_term,,,,
aircraft,"A term statistically associated with airline, engine, wing, fighter. Selected corpus use: air travel; alternative contexts: small project, purchase decision.",statistically_plausible,6,"[{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":6,""score"":14.34352703,""usage_gloss"":""The selected generation use places this term in air travel contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.63046585,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.56184048,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.53734418,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":4,""score"":14.53514186,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",practical_action,air_travel,cross_source_context,2,14.34352703,0.0,2,193,grounded_quoted_term,,,,
airline,"A term statistically associated with aircraft, passengers, airport, flights. Selected corpus use: air travel; alternative contexts: travel plan, email draft.",statistically_supported,1,"[{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":1,""score"":15.17867476,""usage_gloss"":""The selected generation use places this term in air travel contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.55973527,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":24,""domain"":""email_draft"",""family"":""critique_revision"",""rank"":3,""score"":14.2852403,""usage_gloss"":""The alternative statistical use places this term in email draft contexts for critique revision."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":96,""domain"":""email"",""family"":""writing_transformation"",""rank"":4,""score"":14.25314409,""usage_gloss"":""The alternative statistical use places this term in email contexts for writing transformation."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":5,""score"":14.19263974,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",practical_action,air_travel,cross_source_context,2,15.17867476,0.0,2,79,grounded_quoted_term,,,,
airplane,"A term statistically associated with wing, fly, lift, jet. Selected corpus use: air travel; alternative contexts: travel plan, learning plan.",statistically_supported,1,"[{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":1,""score"":14.36156915,""usage_gloss"":""The selected generation use places this term in air travel contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.32995107,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.26559527,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":14.23285175,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":5,""score"":14.16622294,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",practical_action,air_travel,cross_source_context,2,14.36156915,0.0,2,122,grounded_quoted_term,,,,
arrested,"A term statistically associated with police, authorities, airport, officers. Selected corpus use: air travel; alternative contexts: appointments, home repair.",statistically_supported,1,"[{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":1,""score"":14.18844558,""usage_gloss"":""The selected generation use places this term in air travel contexts for practical action."",""usage_kind"":""selected_generation""},{""cell_index"":60,""domain"":""appointments"",""family"":""practical_action"",""rank"":2,""score"":14.16119696,""usage_gloss"":""The alternative statistical use places this term in appointments contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":65,""domain"":""home_repair"",""family"":""practical_action"",""rank"":3,""score"":14.11527051,""usage_gloss"":""The alternative statistical use places this term in home repair contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":67,""domain"":""public_transit"",""family"":""practical_action"",""rank"":4,""score"":14.11527051,""usage_gloss"":""The alternative statistical use places this term in public transit contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":62,""domain"":""course_enrolment"",""family"":""practical_action"",""rank"":5,""score"":14.01656026,""usage_gloss"":""The alternative statistical use places this term in course enrolment contexts for practical action."",""usage_kind"":""alternative_statistical_context""}]",practical_action,air_travel,cross_source_context,2,14.18844558,0.0,2,73,grounded_quoted_term,,,,
