token,consensus,current_definition,proposed_definition,family,domain,primary_model,primary_signal,primary_token_delta,primary_bare_token_delta,primary_lexical_query_delta,primary_family_delta,primary_current_family_rank,primary_proposed_family_rank,secondary_model,secondary_signal,secondary_token_delta,secondary_bare_token_delta,secondary_lexical_query_delta,secondary_family_delta,secondary_current_family_rank,secondary_proposed_family_rank,reviewer_decision,reviewer_notes
lifetime,supported_by_both,"A term statistically associated with awards, award, novels, million. Selected corpus use: support thread; alternative contexts: purchase decision, learning plan.",The period during which a person or thing exists or functions.,summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,improved,0.08723534643650055,0.10681208968162537,0.06765860319137573,-0.16621077060699463,11,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.16381995379924774,0.13244494795799255,0.19519495964050293,-0.3866531252861023,11,12,accepted,Accepted by operator.
locations,supported_by_both,"A term statistically associated with parks, occurs, stores, visits. Selected corpus use: research notes; alternative contexts: purchase decision, learning plan.",Particular places or positions.,summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.14217722415924072,0.2272655963897705,0.05708885192871094,-0.27250003814697266,10,14,sentence-transformers/all-MiniLM-L6-v2,improved,0.24072076380252838,0.3411537706851959,0.14028775691986084,-0.39865821599960327,8,11,accepted,Accepted by operator.
lucky,supported_by_both,"A term statistically associated with girl, you're, realize, tooth. Selected corpus use: schedule entry; alternative contexts: small project, learning plan.",Having or bringing favorable outcomes by chance.,extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,improved,0.17434200644493103,0.1840360164642334,0.16464799642562866,-0.2221267819404602,3,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.21299685537815094,0.18995241820812225,0.23604129254817963,-0.1626378893852234,6,6,accepted,Accepted by operator.
lyrics,supported_by_both,"A term statistically associated with song, melody, tune, performances. Selected corpus use: subscriptions; alternative contexts: email, technical explanation.",The words written or sung in a song.,practical_action,subscriptions,mixedbread-ai/mxbai-embed-large-v1,improved,0.18670669198036194,0.2583966851234436,0.11501669883728027,-0.24103164672851562,7,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.14937087893486023,0.20097041130065918,0.09777134656906128,-0.35305055975914,11,12,accepted,Accepted by operator.
major,supported_by_both,"A term statistically associated with baseball, championships, golf, cities. Selected corpus use: project update; alternative contexts: small project, purchase decision.",Important or large in scale; also a principal field of study.,summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.16986829042434692,0.18240982294082642,0.15732675790786743,-0.16128027439117432,10,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.16463401168584824,0.16155587136745453,0.16771215200424194,-0.31994912028312683,9,10,accepted,Accepted by operator.
maps,supported_by_both,"A term statistically associated with treasure, missions, search, spanning. Selected corpus use: project update; alternative contexts: file sync, network connection.","Representations showing places, relationships, or structured information.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.11410596966743469,0.16145437955856323,0.06675755977630615,-0.15446525812149048,10,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.10610103607177734,0.15752774477005005,0.05467432737350464,-0.277074933052063,9,11,accepted,Accepted by operator.
marks,supported_by_both,"A term statistically associated with departure, dozen, paint, oriented. Selected corpus use: explanation; alternative contexts: peripheral, data pipeline.","Visible signs, recorded scores, or indications left by something.",critique_revision,explanation,mixedbread-ai/mxbai-embed-large-v1,improved,0.07877328991889954,0.11675208806991577,0.0407944917678833,-0.21661067008972168,8,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.2504425719380379,0.24595612287521362,0.2549290210008621,-0.39027172327041626,4,12,accepted,Accepted by operator.
maximum,supported_by_both,"A term statistically associated with speed, minimum, efficiency, mph. Selected corpus use: project update; alternative contexts: learning plan, purchase decision.","The greatest amount, value, or degree permitted or possible.",writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.15369662642478943,0.17945992946624756,0.1279333233833313,-0.2762291431427002,7,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.2538462057709694,0.28767235577106476,0.22002005577087402,-0.5379443764686584,9,10,accepted,Accepted by operator.
merge,supported_by_both,"A term statistically associated with sort, sorted, algorithm, returns. Selected corpus use: feature ideas; alternative contexts: purchase decision, file sync.",To combine separate things into one whole.,brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,improved,0.21714437007904053,0.26586753129959106,0.16842120885849,-0.2122737169265747,11,5,sentence-transformers/all-MiniLM-L6-v2,improved,0.2653864026069641,0.2863645553588867,0.2444082498550415,-0.48666054010391235,10,6,accepted,Accepted by operator.
minute,supported_by_both,"A term statistically associated with bar, minutes, hour, seconds. Selected corpus use: learning plan; alternative contexts: network connection, file sync.","A unit of sixty seconds, or extremely small in size.",planning_comparison,learning_plan,mixedbread-ai/mxbai-embed-large-v1,improved,0.024316787719726562,0.053539156913757324,-0.004905581474304199,-0.2996547818183899,10,5,sentence-transformers/all-MiniLM-L6-v2,improved,0.09293065965175629,0.0776432454586029,0.10821807384490967,-0.4807993173599243,11,12,accepted,Accepted by operator.
missions,supported_by_both,"A term statistically associated with lunar, moon, spacecraft, engineers. Selected corpus use: simple probability; alternative contexts: event plan, loss disappointment.",Organized tasks or journeys undertaken for a specific purpose.,reasoning_verification,simple_probability,mixedbread-ai/mxbai-embed-large-v1,improved,0.1437770426273346,0.20219510793685913,0.08535897731781006,-0.12262159585952759,2,9,sentence-transformers/all-MiniLM-L6-v2,improved,0.138856440782547,0.16704970598220825,0.11066317558288574,-0.26030147075653076,5,9,accepted,Accepted by operator.
mon,supported_by_both,"A term statistically associated with type, fire, ice, water. Selected corpus use: claim evidence; alternative contexts: interface copy, argument.",A colloquial form of man used in some dialects and accents.,critique_revision,claim_evidence,mixedbread-ai/mxbai-embed-large-v1,improved,0.044823646545410156,0.023566484451293945,0.06608080863952637,-0.12077999114990234,7,9,sentence-transformers/all-MiniLM-L6-v2,improved,0.1706823706626892,0.07724542915821075,0.26411931216716766,-0.3803958296775818,3,9,accepted,Accepted by operator.
mustard,supported_by_both,"A term statistically associated with seeds, onions, yellow, sauce. Selected corpus use: small project; alternative contexts: low cost activity, writing prompts.",A pungent condiment made from mustard seeds.,planning_comparison,small_project,mixedbread-ai/mxbai-embed-large-v1,improved,0.12195178866386414,0.17244720458984375,0.07145637273788452,-0.3649546205997467,8,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.2703256458044052,0.3367362320423126,0.2039150595664978,-0.5347084179520607,8,8,accepted,Accepted by operator.
nearly,supported_by_both,"A term statistically associated with years, percent, half, widespread. Selected corpus use: project update; alternative contexts: small project, travel plan.","Almost, but not completely.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.1806887686252594,0.2876070737838745,0.07377046346664429,-0.35420799255371094,11,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.26254360377788544,0.40852707624435425,0.11656013131141663,-0.5566532462835312,11,1,accepted,Accepted by operator.
nominated,supported_by_both,"A term statistically associated with awards, award, picture, films. Selected corpus use: purchase decision; alternative contexts: file sync, network connection.","Formally proposed for a position, award, or selection.",planning_comparison,purchase_decision,mixedbread-ai/mxbai-embed-large-v1,improved,0.07774683833122253,0.11626803874969482,0.039225637912750244,-0.2847656011581421,7,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.0718720555305481,0.068280428647995,0.0754636824131012,-0.420124888420105,6,4,accepted,Accepted by operator.
offset,supported_by_both,"A term statistically associated with alphabet, consumer, letters, net. Selected corpus use: outreach; alternative contexts: interface copy, email.","To counterbalance an effect, cost, amount, or position.",brainstorming_creativity,outreach,mixedbread-ai/mxbai-embed-large-v1,improved,0.055731236934661865,0.08706063032150269,0.024401843547821045,-0.21776676177978516,8,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.19066468626260757,0.2086877077817917,0.17264166474342346,-0.3629119396209717,8,3,accepted,Accepted by operator.
owning,supported_by_both,"A term statistically associated with pet, cat, property, responsibility. Selected corpus use: table comparison; alternative contexts: email, meeting notes.",Having legal possession or control of something.,reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,improved,0.19509628415107727,0.23879820108413696,0.15139436721801758,-0.27187222242355347,6,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.2770617678761482,0.3044905811548233,0.24963295459747314,-0.507997915148735,7,12,accepted,Accepted by operator.
pairs,supported_by_both,"A term statistically associated with prompt, human, sentences, function. Selected corpus use: learning notes; alternative contexts: logical constraints, data literacy.",Sets consisting of two related or matching things.,summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.18824125826358795,0.2530706226825714,0.12341189384460449,-0.2603585720062256,6,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.37856870889663696,0.4139965772628784,0.3431408405303955,-0.4235832095146179,10,9,accepted,Accepted by operator.
picnic,supported_by_both,"A term statistically associated with lunch, sandwiches, beach, hike. Selected corpus use: physical safety; alternative contexts: low cost activity, home repair.","A meal eaten outdoors, often during a leisure outing.",safety_uncertainty,physical_safety,mixedbread-ai/mxbai-embed-large-v1,improved,0.07355192303657532,0.16266459226608276,-0.015560746192932129,-0.3285555839538574,1,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.20186276733875275,0.2896653115749359,0.11406022310256958,-0.5275904983282089,2,14,accepted,Accepted by operator.
positive,supported_by_both,"A term statistically associated with negative, sentiment, charge, charges. Selected corpus use: survey response; alternative contexts: small project, learning plan.","Favorable, present rather than absent, or greater than zero.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,improved,0.135644793510437,0.16291320323944092,0.1083763837814331,-0.22552567720413208,3,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.08449102938175201,0.09230178594589233,0.0766802728176117,-0.3659023940563202,4,2,accepted,Accepted by operator.
primarily,supported_by_both,"A term statistically associated with fossil, agricultural, fuels, composed. Selected corpus use: technical explanation; alternative contexts: peripheral, data pipeline.",Mainly or for the most important part.,writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,improved,0.22616121172904968,0.2958805561065674,0.15644186735153198,-0.22729802131652832,7,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.3198346942663193,0.45663905143737793,0.18303033709526062,-0.4370899647474289,4,7,accepted,Accepted by operator.
prime,supported_by_both,"A term statistically associated with minister, numbers, number, serving. Selected corpus use: purchase decision; alternative contexts: network connection, sequence pattern.",Of greatest importance or quality; also divisible only by one and itself.,planning_comparison,purchase_decision,mixedbread-ai/mxbai-embed-large-v1,improved,0.05034193396568298,0.055905699729919434,0.04477816820144653,-0.2169843316078186,9,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.08199916034936905,0.08076371252536774,0.08323460817337036,-0.3526386618614197,10,10,accepted,Accepted by operator.
province,supported_by_both,"A term statistically associated with population, district, capital, city. Selected corpus use: support thread; alternative contexts: purchase decision, small project.",A principal administrative region within a country.,summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,improved,0.12321063876152039,0.17610281705856323,0.07031846046447754,-0.2885197401046753,10,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.2082357555627823,0.22961702942848206,0.18685448169708252,-0.44087184965610504,11,11,accepted,Accepted by operator.
psychological,supported_by_both,"A term statistically associated with thriller, horror, child's, psychology. Selected corpus use: instructions; alternative contexts: physical safety, financial decision.","Relating to the mind, emotions, or behavior.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,improved,0.0639553964138031,0.08406925201416016,0.043841540813446045,-0.15335649251937866,2,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.15842276811599731,0.18096071481704712,0.1358848214149475,-0.1932629942893982,5,5,accepted,Accepted by operator.
purposes,supported_by_both,"A term statistically associated with used, serve, rank, religion. Selected corpus use: course enrolment; alternative contexts: learning plan, small project.","Intended goals, uses, or reasons for doing something.",practical_action,course_enrolment,mixedbread-ai/mxbai-embed-large-v1,improved,0.2355588674545288,0.2692772150039673,0.20184051990509033,-0.23160195350646973,8,5,sentence-transformers/all-MiniLM-L6-v2,improved,0.3548092618584633,0.36992214620113373,0.33969637751579285,-0.34301188588142395,8,12,accepted,Accepted by operator.
putting,supported_by_both,"A term statistically associated with involves, productivity, things, cars. Selected corpus use: research notes; alternative contexts: learning plan, small project.",Placing something somewhere or bringing it into a stated condition.,summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.20806364715099335,0.21755006909370422,0.19857722520828247,-0.2658562660217285,9,14,sentence-transformers/all-MiniLM-L6-v2,improved,0.2116502746939659,0.20151783525943756,0.22178271412849426,-0.5232995897531509,11,8,accepted,Accepted by operator.
qualities,supported_by_both,"A term statistically associated with distinctive, vegetable, soil, varying. Selected corpus use: table comparison; alternative contexts: peripheral, learning plan.",Distinctive attributes or degrees of excellence.,reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,improved,0.18651333451271057,0.24388855695724487,0.12913811206817627,-0.18381118774414062,6,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.42863935232162476,0.472272664308548,0.38500604033470154,-0.3840126395225525,8,7,accepted,Accepted by operator.
racial,supported_by_both,"A term statistically associated with rights, civil, laws, prejudice. Selected corpus use: argument; alternative contexts: social mistake, personal finance.",Relating to socially defined groups associated with ancestry or physical traits.,critique_revision,argument,mixedbread-ai/mxbai-embed-large-v1,improved,0.06997931003570557,0.10324490070343018,0.03671371936798096,-0.17459815740585327,9,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.14000394940376282,0.11701738834381104,0.1629905104637146,-0.11481040716171265,6,4,accepted,Accepted by operator.
ranges,supported_by_both,"A term statistically associated with mountain, peaks, mountains, temperature. Selected corpus use: policy memo; alternative contexts: article excerpt, learning plan.",Spans between limits or groups of possible values.,summarization_synthesis,policy_memo,mixedbread-ai/mxbai-embed-large-v1,improved,0.1378999650478363,0.18034005165100098,0.09545987844467163,-0.20110762119293213,5,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.2557552233338356,0.3127889186143875,0.1987215280532837,-0.4885188788175583,3,10,accepted,Accepted by operator.
reaching,supported_by_both,"A term statistically associated with speeds, increased, fastest, mph. Selected corpus use: mathematics; alternative contexts: event plan, small project.","Arriving at, extending to, or making contact with something.",explanation_learning,mathematics,mixedbread-ai/mxbai-embed-large-v1,improved,0.26972323656082153,0.290539026260376,0.2489074468612671,-0.1906672716140747,4,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.3521811366081238,0.3851160705089569,0.31924620270729065,-0.3830931633710861,5,12,accepted,Accepted by operator.
recording,supported_by_both,"A term statistically associated with artist, music, awards, mixing. Selected corpus use: appointments; alternative contexts: network connection, web form.","Stored audio, video, data, or the act of capturing it.",practical_action,appointments,mixedbread-ai/mxbai-embed-large-v1,improved,0.21289849281311035,0.25119781494140625,0.17459917068481445,-0.24444621801376343,6,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.2692602723836899,0.34298568964004517,0.1955348551273346,-0.3963124752044678,10,9,accepted,Accepted by operator.
replacement,supported_by_both,"A term statistically associated with lasts, usage, retirement, waiting. Selected corpus use: workflow; alternative contexts: purchase decision, small project.",A person or thing that takes the place of another.,brainstorming_creativity,workflow,mixedbread-ai/mxbai-embed-large-v1,improved,0.1601923406124115,0.1997206211090088,0.12066406011581421,-0.22322988510131836,9,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.12205203622579575,0.10484553873538971,0.13925853371620178,-0.4360615909099579,4,8,accepted,Accepted by operator.
resident,supported_by_both,"A term statistically associated with evil, foreign, concern, spent. Selected corpus use: writing prompts; alternative contexts: email, support reply.",A person who lives in a particular place.,brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,improved,0.2403872013092041,0.353959858417511,0.12681454420089722,-0.29746508598327637,8,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.4577924944460392,0.4780680313706398,0.4375169575214386,-0.4157480150461197,5,6,accepted,Accepted by operator.
responsible,supported_by_both,"A term statistically associated with maintaining, emissions, attacks, producing. Selected corpus use: feature ideas; alternative contexts: financial decision, privacy security.","Accountable for an action, duty, or outcome.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,improved,0.20010051131248474,0.26385074853897095,0.13635027408599854,-0.23591476678848267,11,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.44563642889261246,0.4752758890390396,0.4159969687461853,-0.38364626467227936,9,6,accepted,Accepted by operator.
reveal,supported_by_both,"A term statistically associated with gender, pink, balloon, cake. Selected corpus use: research notes; alternative contexts: shopping arithmetic, logical constraints.",To make previously hidden information visible or known.,summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.19603529572486877,0.22100988030433655,0.171060711145401,-0.1954350471496582,10,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.444409042596817,0.41295455396175385,0.4758635312318802,-0.38086605072021484,9,9,accepted,Accepted by operator.
ruler,supported_by_both,"A term statistically associated with measure, god, century, paper. Selected corpus use: project update; alternative contexts: home repair, data pipeline.",A measuring instrument or a person who governs.,writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.14429715275764465,0.21393638849258423,0.07465791702270508,-0.305680513381958,1,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.31869958341121674,0.28609707951545715,0.3513020873069763,-0.4453855901956558,1,10,accepted,Accepted by operator.
segment,supported_by_both,"A term statistically associated with horizontal, firm, business, car. Selected corpus use: technical explanation; alternative contexts: receipt, travel information.",A distinct part of a larger whole.,writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,improved,0.044786661863327026,0.0741497278213501,0.015423595905303955,-0.21369755268096924,5,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.1385347843170166,0.19781649112701416,0.07925307750701904,-0.49142125248908997,4,5,accepted,Accepted by operator.
sexual,supported_by_both,"A term statistically associated with conduct, selection, abuse, gender. Selected corpus use: account access; alternative contexts: financial decision, privacy security.","Relating to sex, sexuality, or sexual reproduction.",practical_action,account_access,mixedbread-ai/mxbai-embed-large-v1,improved,0.21456128358840942,0.22322189807891846,0.2059006690979004,-0.1957719922065735,5,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.4728049859404564,0.43986278772354126,0.5057471841573715,-0.16862958669662476,3,10,accepted,Accepted by operator.
shift,supported_by_both,"A term statistically associated with gear, night, sons, cover. Selected corpus use: interface copy; alternative contexts: travel plan, purchase decision.","A change in position or emphasis, or a scheduled period of work.",critique_revision,interface_copy,mixedbread-ai/mxbai-embed-large-v1,improved,0.1469951570034027,0.14983421564102173,0.1441560983657837,-0.1773228645324707,8,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.25445257127285004,0.19905564188957214,0.30984950065612793,-0.43383073806762695,5,8,accepted,Accepted by operator.
sides,supported_by_both,"A term statistically associated with triangle, equal, angles, square. Selected corpus use: format preference; alternative contexts: support reply, email.","Surfaces, positions, or groups opposed within a situation.",context_clarification,format_preference,mixedbread-ai/mxbai-embed-large-v1,improved,0.08294165134429932,0.1351293921470642,0.030753910541534424,-0.1873738169670105,8,3,sentence-transformers/all-MiniLM-L6-v2,improved,0.13136576116085052,0.17463192343711853,0.08809959888458252,-0.23211178183555603,4,5,accepted,Accepted by operator.
smart,supported_by_both,"A term statistically associated with devices, ring, loyal, iphone. Selected corpus use: learning notes; alternative contexts: purchase decision, learning plan.","Intelligent, stylish, or enabled by digital technology.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.08182257413864136,0.09492826461791992,0.06871688365936279,-0.2595975399017334,11,14,sentence-transformers/all-MiniLM-L6-v2,improved,0.15056341886520386,0.14855265617370605,0.15257418155670166,-0.3474366217851639,13,14,accepted,Accepted by operator.
solar,supported_by_both,"A term statistically associated with panels, planets, energy, planet. Selected corpus use: peripheral; alternative contexts: small project, travel plan.",Relating to the Sun or energy obtained from sunlight.,troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,improved,0.15498220920562744,0.18437862396240234,0.12558579444885254,-0.2497793436050415,7,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.13161787390708923,0.12886255979537964,0.13437318801879883,-0.37946850061416626,2,2,accepted,Accepted by operator.
spots,supported_by_both,"A term statistically associated with tourist, evenly, parking, vacation. Selected corpus use: personal finance; alternative contexts: learning plan, small project.","Small marks, particular places, or brief areas of attention.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,improved,0.12464261054992676,0.18999040126800537,0.059294819831848145,-0.21834474802017212,7,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.34507620707154274,0.36380452662706375,0.32634788751602173,-0.41636863350868225,4,14,accepted,Accepted by operator.
stages,supported_by_both,"A term statistically associated with three, increases, initial, cycle. Selected corpus use: civics; alternative contexts: purchase decision, small project.",Distinct phases of a process or platforms used for performance.,explanation_learning,civics,mixedbread-ai/mxbai-embed-large-v1,improved,0.12602457404136658,0.18563097715377808,0.06641817092895508,-0.25587499141693115,4,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.1739017367362976,0.23442494869232178,0.11337852478027344,-0.48036500811576843,6,11,accepted,Accepted by operator.
standards,supported_by_both,"A term statistically associated with implementing, management, adopted, industry. Selected corpus use: feature ideas; alternative contexts: privacy security, financial decision.",Accepted rules or levels used to judge quality and consistency.,brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,improved,0.14169225096702576,0.2109646201133728,0.07241988182067871,-0.2420695424079895,8,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.28895747661590576,0.32818835973739624,0.24972659349441528,-0.37194564938545227,8,13,accepted,Accepted by operator.
steady,supported_by_both,"A term statistically associated with slow, tortoise, pace, swim. Selected corpus use: course enrolment; alternative contexts: learning plan, small project.","Stable, regular, and not changing suddenly.",practical_action,course_enrolment,mixedbread-ai/mxbai-embed-large-v1,improved,0.14651831984519958,0.22567147016525269,0.06736516952514648,-0.272482693195343,12,2,sentence-transformers/all-MiniLM-L6-v2,improved,0.19925522804260254,0.269775927066803,0.1287345290184021,-0.38144952058792114,11,3,accepted,Accepted by operator.
storms,supported_by_both,"A term statistically associated with dust, melting, lightning, retreat. Selected corpus use: table comparison; alternative contexts: peripheral, network connection.","Severe atmospheric disturbances involving wind, rain, snow, or thunder.",reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,improved,0.13429465889930725,0.22420883178710938,0.04438048601150513,-0.3435080647468567,7,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.13197359442710876,0.2247655987739563,0.03918159008026123,-0.4267366826534271,12,10,accepted,Accepted by operator.
strength,supported_by_both,"A term statistically associated with muscle, endurance, muscular, training. Selected corpus use: web form; alternative contexts: peripheral, purchase decision.","The capacity to resist force, act effectively, or provide an advantage.",troubleshooting,web_form,mixedbread-ai/mxbai-embed-large-v1,improved,0.01794379949569702,0.04118841886520386,-0.0053008198738098145,-0.2593267560005188,2,12,sentence-transformers/all-MiniLM-L6-v2,improved,0.12900015711784363,0.1364516019821167,0.12154871225357056,-0.4315195232629776,1,11,accepted,Accepted by operator.
stretching,supported_by_both,"A term statistically associated with cardio, muscles, yoga, coral. Selected corpus use: policy memo; alternative contexts: learning plan, small project.","Extending length, range, muscles, or available resources.",summarization_synthesis,policy_memo,mixedbread-ai/mxbai-embed-large-v1,improved,0.07738608121871948,0.10872739553451538,0.046044766902923584,-0.2569240927696228,6,14,sentence-transformers/all-MiniLM-L6-v2,improved,0.18240444362163544,0.22696852684020996,0.1378403604030609,-0.4058486521244049,10,13,accepted,Accepted by operator.
strike,supported_by_both,"A term statistically associated with writers, lightning, strikes, ball. Selected corpus use: web form; alternative contexts: learning plan, peripheral.","To hit, to stop work collectively, or to occur suddenly.",troubleshooting,web_form,mixedbread-ai/mxbai-embed-large-v1,improved,0.10521659255027771,0.14351630210876465,0.06691688299179077,-0.20394986867904663,8,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.12815174460411072,0.11373421549797058,0.14256927371025085,-0.4384884238243103,6,8,accepted,Accepted by operator.
stuck,supported_by_both,"A term statistically associated with traffic, get, broken, jar. Selected corpus use: instructions; alternative contexts: file sync, network connection.","Unable to move, progress, or escape a position.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,improved,0.14240658283233643,0.22004151344299316,0.06477165222167969,-0.37642839550971985,7,6,sentence-transformers/all-MiniLM-L6-v2,improved,0.09208759665489197,0.10126563906669617,0.08290955424308777,-0.5092661380767822,9,8,accepted,Accepted by operator.
study,supported_by_both,"A term statistically associated with scientists, scientist, static, biological. Selected corpus use: research notes; alternative contexts: learning plan, purchase decision.",The act of learning or a systematic investigation of a subject.,summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.16773077845573425,0.19470161199569702,0.14075994491577148,-0.16457617282867432,10,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.17966708540916443,0.20450317859649658,0.15483099222183228,-0.34703508019447327,12,7,accepted,Accepted by operator.
substantial,supported_by_both,"A term statistically associated with amount, since, influence, brand. Selected corpus use: policy memo; alternative contexts: project update, financial decision.","Large, important, solid, or strongly supported.",summarization_synthesis,policy_memo,mixedbread-ai/mxbai-embed-large-v1,improved,0.09935271739959717,0.1688665747642517,0.029838860034942627,-0.24457424879074097,7,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.31992778182029724,0.30111488699913025,0.33874067664146423,-0.36966806650161743,10,8,accepted,Accepted by operator.
survived,supported_by_both,"A term statistically associated with inhabitants, destruction, landing, sons. Selected corpus use: event registration; alternative contexts: network connection, small project.","Remained alive, present, or functional despite danger or difficulty.",practical_action,event_registration,mixedbread-ai/mxbai-embed-large-v1,improved,0.21597248315811157,0.32578134536743164,0.1061636209487915,-0.29223835468292236,3,5,sentence-transformers/all-MiniLM-L6-v2,improved,0.2729932814836502,0.34123554825782776,0.20475101470947266,-0.43773868680000305,4,4,accepted,Accepted by operator.
taste,supported_by_both,"A term statistically associated with bitter, sweetness, sour, tongue. Selected corpus use: support thread; alternative contexts: small project, purchase decision.","The sense of flavor, a small sample, or a preference in style.",summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,improved,0.03515082597732544,0.08904844522476196,-0.018746793270111084,-0.18889498710632324,7,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.0764053463935852,0.12305974960327148,0.029750943183898926,-0.2043839693069458,12,13,accepted,Accepted by operator.
territory,supported_by_both,"A term statistically associated with islands, square, island, east. Selected corpus use: project update; alternative contexts: network connection, file sync.",An area of land or a defined field of activity or control.,summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.13978111743927002,0.17438077926635742,0.10518145561218262,-0.20632433891296387,6,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.1296321004629135,0.11581873893737793,0.1434454619884491,-0.32029420137405396,10,13,accepted,Accepted by operator.
threw,supported_by_both,"A term statistically associated with yards, cow, game, ball. Selected corpus use: claim evidence; alternative contexts: peripheral, data pipeline.","Past tense of throw: propelled, discarded, caused, or organized.",critique_revision,claim_evidence,mixedbread-ai/mxbai-embed-large-v1,improved,0.23647618293762207,0.22374093532562256,0.24921143054962158,-0.18512558937072754,9,7,sentence-transformers/all-MiniLM-L6-v2,improved,0.41287439316511154,0.3417856842279434,0.48396310210227966,-0.4581872820854187,4,6,accepted,Accepted by operator.
titled,supported_by_both,"A term statistically associated with album, self, artist, published. Selected corpus use: course enrolment; alternative contexts: email, meeting notes.","Given a name, heading, rank, or legal ownership.",practical_action,course_enrolment,mixedbread-ai/mxbai-embed-large-v1,improved,0.08526799082756042,0.07935011386871338,0.09118586778640747,-0.2063949704170227,11,4,sentence-transformers/all-MiniLM-L6-v2,improved,0.059957727789878845,0.038789302110672,0.0811261534690857,-0.3729100227355957,8,1,accepted,Accepted by operator.
